SRCID,RA,DEC,n_obs,n_obs_uvot,n_obs_xrt,total_uvot_exp,total_xrt_exp
327664,207.79571085576,-33.798925081097,0,0,0,0.0,0.0
327669,207.82551545076,-33.818568451571,0,0,0,0.0,0.0
327670,207.83215027395,-33.794684530613,0,0,0,0.0,0.0
364079,199.83144961563,-14.836164164985,0,0,0,0.0,0.0
315182,152.05633621237,12.305399817911,0,0,0,0.0,0.0
250687,293.0791453998,-55.913364295879,0,0,0,0.0,0.0
328571,209.0544495212,5.040203892787,0,0,0,0.0,0.0
328614,209.0445392321,5.0257619933031,0,0,0,0.0,0.0
241323,356.08347515045,9.9301613864972,0,0,0,0.0,0.0
238355,353.3254986683,-54.107365275625,0,0,0,0.0,0.0
236202,355.00309310503,-12.285675947454,0,0,0,0.0,0.0
224562,339.68325228833,35.539770575636,0,0,0,0.0,0.0
333754,202.47373683781,-17.987955739588,0,0,0,0.0,0.0
35311,35.397900603036,-5.508263198279,0,0,0,0.0,0.0
315219,152.05124852065,12.289184519588,0,0,0,0.0,0.0
315175,152.05688027703,12.324141837627,0,0,0,0.0,0.0
315180,152.05499803309,12.296557920619,0,0,0,0.0,0.0
333845,202.42390177488,-17.947744015967,0,0,0,0.0,0.0
315070,152.08485348981,12.335557122789,0,0,0,0.0,0.0
315063,152.06829300074,12.271845395795,0,0,0,0.0,0.0
315056,152.0745380398,12.2991723158,0,0,0,0.0,0.0
315043,152.10536554601,12.275554575843,0,0,0,0.0,0.0
315037,152.08787298974,12.250379810956,0,0,0,0.0,0.0
315034,152.09778656178,12.291419838578,0,0,0,0.0,0.0
315029,152.09759866384,12.29681002217,0,0,0,0.0,0.0
314950,151.86297581489,12.272701297617,0,0,0,0.0,0.0
311928,149.08515506057,27.226514089105,0,0,0,0.0,0.0
285178,159.74201278369,41.676627183256,0,0,0,0.0,0.0
294740,168.36030933724,-26.766583797959,0,0,0,0.0,0.0
294415,168.31667153679,-26.739912992214,0,0,0,0.0,0.0
292821,170.05254922836,67.245090095739,0,0,0,0.0,0.0
291411,178.97581174854,6.7301526662252,0,0,0,0.0,0.0
95572,31.126886831216,-6.205250686862,0,0,0,0.0,0.0
370815,192.76408358254,27.367547482665,0,0,0,0.0,0.0
291394,178.96657165928,6.7307648757845,0,0,0,0.0,0.0
315074,152.08111789901,12.328000632275,0,0,0,0.0,0.0
105678,36.953766961407,0.5064162627556,0,0,0,0.0,0.0
315083,152.14986993941,12.302155430842,0,0,0,0.0,0.0
114163,8.376100046087,48.513880762673,0,0,0,0.0,0.0
315108,152.10821806568,12.311190109996,0,0,0,0.0,0.0
315100,152.16779306395,12.294735547551,0,0,0,0.0,0.0
315097,152.15933674887,12.321926834777,0,0,0,0.0,0.0
114282,8.3418229348776,48.557542973007,0,0,0,0.0,0.0
114267,8.3529151807572,48.464241818646,0,0,0,0.0,0.0
114246,8.3038468995947,48.497437625425,0,0,0,0.0,0.0
114238,8.3057571404433,48.436523516315,0,0,0,0.0,0.0
114154,8.4113693831869,48.561121821218,0,0,0,0.0,0.0
315085,152.14454891351,12.277669823858,0,0,0,0.0,0.0
114052,8.2608062479478,48.541026323288,0,0,0,0.0,0.0
114044,8.2482904925319,48.450249850607,0,0,0,0.0,0.0
114040,8.2413621172809,48.516974311987,0,0,0,0.0,0.0
114032,8.2833254920997,48.417982877701,0,0,0,0.0,0.0
114022,8.2751149897928,48.526338417811,0,0,0,0.0,0.0
113974,8.2157724327637,48.432339823214,0,0,0,0.0,0.0
315091,152.17058388491,12.349635572581,0,0,0,0.0,0.0
333813,202.50522408395,-18.005085323382,0,0,0,0.0,0.0
360728,197.15448743239,-49.469870746763,0,0,0,0.0,0.0
360785,197.15748225041,-49.528877741492,0,0,0,0.0,0.0
157109,52.090562400837,-31.055439690086,0,0,0,0.0,0.0
159623,40.098712340073,-34.358185639536,0,0,0,0.0,0.0
41305,172.96394808328,-30.412871281012,0,0,0,0.0,0.0
159579,40.140396439319,-34.451536956066,0,0,0,0.0,0.0
160059,39.996533294145,-34.414957220355,0,0,0,0.0,0.0
160065,39.991770081806,-34.471580894221,0,0,0,0.0,0.0
159575,40.138857394589,-34.420673134373,0,0,0,0.0,0.0
159555,40.156373370628,-34.401226038546,0,0,0,0.0,0.0
60990,35.392362316463,-5.5181558886471,0,0,0,0.0,0.0
63189,201.8648832869,-27.326494965999,0,0,0,0.0,0.0
160066,39.996078233048,-34.51797089967,0,0,0,0.0,0.0
352883,189.03699551857,19.332235290649,0,0,0,0.0,0.0
160075,40.051399758155,-34.483491974934,0,0,0,0.0,0.0
160077,40.054561628495,-34.508482093028,0,0,0,0.0,0.0
160091,40.042233116381,-34.43940516883,0,0,0,0.0,0.0
160096,40.036362445584,-34.389591607722,0,0,0,0.0,0.0
157161,52.100254791454,-31.064972860716,0,0,0,0.0,0.0
160098,40.036804584706,-34.526994570323,0,0,0,0.0,0.0
159626,40.094055231059,-34.434371109017,0,0,0,0.0,0.0
160057,39.981352070888,-34.43174348791,0,0,0,0.0,0.0
43541,354.68121982411,-56.480058561169,0,0,0,0.0,0.0
159677,40.124816458214,-34.44991291294,0,0,0,0.0,0.0
160032,40.014469254574,-34.351472776856,0,0,0,0.0,0.0
159933,39.86900118614,-34.446113530424,0,0,0,0.0,0.0
159928,39.873209224297,-34.409717520089,0,0,0,0.0,0.0
159924,39.896029349083,-34.535344349218,0,0,0,0.0,0.0
159911,39.885311004091,-34.497121449284,0,0,0,0.0,0.0
159907,39.888347998663,-34.444636404756,0,0,0,0.0,0.0
159686,40.112335251938,-34.506448001344,0,0,0,0.0,0.0
159675,40.131857966692,-34.464538041642,0,0,0,0.0,0.0
159650,40.078744632102,-34.456881708381,0,0,0,0.0,0.0
159671,40.12109197596,-34.432702168408,0,0,0,0.0,0.0
160052,39.985027498969,-34.375337399952,0,0,0,0.0,0.0
159664,40.122608507889,-34.420140483482,0,0,0,0.0,0.0
160053,39.977375034686,-34.368468237354,0,0,0,0.0,0.0
159662,40.122538211049,-34.405103294678,0,0,0,0.0,0.0
159656,40.085282293425,-34.407577631501,0,0,0,0.0,0.0
159652,40.089448542244,-34.396958084707,0,0,0,0.0,0.0
160100,40.046826139008,-34.514289692332,0,0,0,0.0,0.0
157101,52.086478204131,-31.073055666157,0,0,0,0.0,0.0
360784,197.15843337716,-49.493701175052,0,0,0,0.0,0.0
291372,179.00488927438,6.754745546255,0,0,0,0.0,0.0
172357,55.565935606079,-35.390491281468,0,0,0,0.0,0.0
172366,55.578059064354,-35.377513942783,0,0,0,0.0,0.0
350260,187.42750166928,13.420287705211,0,0,0,0.0,0.0
350205,187.48504271929,13.642060514645,0,0,0,0.0,0.0
350049,187.26322691721,13.980957418629,0,0,0,0.0,0.0
349659,187.50056343483,13.655373854764,0,0,0,0.0,0.0
39284,353.32221209387,-54.083280236818,0,0,0,0.0,0.0
348871,187.02522534337,13.913140306668,0,0,0,0.0,0.0
348701,187.87328540721,25.77291804304,0,0,0,0.0,0.0
348700,187.86826742076,25.782794065752,0,0,0,0.0,0.0
348467,187.85489079247,25.79164539668,0,0,0,0.0,0.0
348432,187.85824143329,25.748154225268,0,0,0,0.0,0.0
34447,193.46519864875,31.10956156665,0,0,0,0.0,0.0
335648,223.28291588718,16.668749048799,0,0,0,0.0,0.0
333849,202.39906852739,-17.928442629343,0,0,0,0.0,0.0
28744,187.26418715635,13.971173412222,0,0,0,0.0,0.0
159943,39.875043969017,-34.414800671176,0,0,0,0.0,0.0
166110,59.341544180444,-46.189406086757,0,0,0,0.0,0.0
166107,59.357739623398,-46.216470616338,0,0,0,0.0,0.0
166053,59.32634517941,-46.206757632809,0,0,0,0.0,0.0
160131,39.910922270105,-34.388523023188,0,0,0,0.0,0.0
160114,39.922650814002,-34.560341219091,0,0,0,0.0,0.0
155048,45.433185102012,35.212475326655,0,0,0,0.0,0.0
160116,39.92283834398,-34.412780644918,0,0,0,0.0,0.0
35211,187.49938446771,13.632379804382,0,0,0,0.0,0.0
160120,39.930336551575,-34.560235396843,0,0,0,0.0,0.0
160121,39.931867666938,-34.511137546416,0,0,0,0.0,0.0
160129,39.910363247951,-34.50373475122,0,0,0,0.0,0.0
160144,39.912851783729,-34.539201857158,0,0,0,0.0,0.0
164191,59.862351110035,-67.630208398503,0,0,0,0.0,0.0
160146,39.914463140426,-34.38311686893,0,0,0,0.0,0.0
160149,39.932844990917,-34.437881510178,0,0,0,0.0,0.0
160155,39.955900068468,-34.543021739825,0,0,0,0.0,0.0
160163,39.974779667853,-34.457944793203,0,0,0,0.0,0.0
160187,39.94489259868,-34.485981282144,0,0,0,0.0,0.0
160189,39.946097806882,-34.418719648732,0,0,0,0.0,0.0
164119,60.071268359664,-67.804383867348,0,0,0,0.0,0.0
160107,40.046110770676,-34.42078784801,0,0,0,0.0,0.0
