source_name,source_ra,source_dec,n_obs,n_obs_uvot,n_obs_xrt,total_uvot_exp,total_xrt_exp
2CXO J084804.3+740613 ,132.0181123119362,74.10383319006394,3,3,3,1684.805,1707.637
2CXO J143139.5+332629 ,217.91474252982937,33.44149884056541,3,3,3,3120.518,3175.5019999999995
2CXO J005626.4-011549 ,14.110292895984742,-1.2637435092104021,3,3,3,4623.255000000001,4764.339
2CXO J102219.7+213426 ,155.58220345518384,21.574104859225738,3,3,3,1527.497,1552.0430000000001
2CXO J102219.7+213402 ,155.58229817381255,21.567274023053773,3,3,3,1527.497,1552.0430000000001
2CXO J005625.5-011545 ,14.106619489518835,-1.2625156717687074,3,3,3,4623.255000000001,4764.339
2CXO J005625.9-011630 ,14.107979971827376,-1.2750033406775847,3,3,3,4623.255000000001,4764.339
2CXO J151632.8+070221 ,229.13704987762821,7.039175426474909,3,3,3,7562.205,7548.745
2CXO J030129.9+374530 ,45.37494131130302,37.7585742939149,3,3,3,1738.4569999999999,2652.606
2CXO J045652.1-045218 ,74.21736687482769,-4.871744143654706,3,3,3,5653.949999999999,5781.624
2CXO J043400.0-083445 ,68.50020324859895,-8.579205271099125,3,3,3,17212.756,17436.864
2CXO J135253.7-283147 ,208.22386873530104,-28.52976300544801,3,3,3,1379.1920000000002,1390.453
2CXO J104439.1+384534 ,161.16329724342472,38.75950080716245,3,3,3,218.29700000000003,223.22699999999998
2CXO J043359.0-083510 ,68.49590378618029,-8.586232363079855,3,3,3,17212.756,17436.864
2CXO J025140.4-163902 ,42.918506795414146,-16.650810503123488,3,3,3,14768.811000000002,14869.667000000001
2CXO J084428.9-314130 ,131.12055862875923,-31.69173805138873,3,3,3,3219.261,3253.9350000000004
2CXO J043400.3-083427 ,68.50131179780277,-8.574443676887322,3,3,3,17212.756,17436.864
2CXO J043400.3-083432 ,68.50140615071479,-8.575749155953504,3,3,3,17212.756,17436.864
2CXO J025137.5-163936 ,42.90626929245127,-16.6602526832051,3,3,3,14768.811000000002,14869.667000000001
2CXO J231816.2+063508 ,349.5676801790232,6.585830459755334,3,3,3,3142.254,3172.7360000000003
2CXO J084804.3+740557 ,132.01832788108175,74.09916722432325,3,3,3,1684.805,1707.637
2CXO J024943.7-310936 ,42.432425451102176,-31.160029465699193,3,3,3,2730.9900000000002,2762.455
2CXO J144052.6+032505 ,220.21955410657483,3.4181743625698635,3,3,3,2127.047,2131.129
2CXO J141659.4+104722 ,214.24757421812387,10.789444462833687,3,3,3,1171.441,1187.863
2CXO J132646.5+021434 ,201.6937980325133,2.2428531230406157,3,3,3,841.382,850.047
2CXO J104451.7+063547 ,161.2156430501684,6.596542734033118,3,3,3,3687.93,3691.045
2CXO J072122.1+554851 ,110.34221265590583,55.81433209405034,2,2,2,128.82,131.424
2CXO J072122.0+554819 ,110.3418504354716,55.80545926392403,2,2,2,128.82,131.424
2CXO J072121.6+554840 ,110.34019441961107,55.811111548973585,2,2,2,128.82,131.424
2CXO J072118.7+555525 ,110.32795659735939,55.92385944432704,2,2,2,128.82,131.424
2CXO J010746.4-173029 ,16.943462804814374,-17.50817865178293,2,2,2,3625.2960000000003,3626.484
2CXO J071032.5+751936 ,107.63574603224458,75.32669952658128,2,2,2,2586.082,2606.173
2CXO J010746.8-173026 ,16.945276580597124,-17.50722655206938,2,2,2,3625.2960000000003,3626.484
2CXO J010737.1-173222 ,16.904726500792606,-17.539702198081077,2,2,2,3625.2960000000003,3626.484
2CXO J072130.3+554542 ,110.37640521873755,55.76170624063976,2,2,2,128.82,131.424
2CXO J124134.2+442639 ,190.39275309314792,44.44421691768975,2,2,2,20142.838,20604.524
2CXO J010737.2-173210 ,16.90522007243584,-17.536388183112965,2,2,2,3625.2960000000003,3626.484
2CXO J010746.3-173027 ,16.94320377074638,-17.50766895667678,2,2,2,3625.2960000000003,3626.484
2CXO J010746.7-173027 ,16.944777092081836,-17.50770636571439,2,2,2,3625.2960000000003,3626.484
2CXO J152442.5+292701 ,231.17748542771324,29.450464444426995,2,2,2,1784.442,1790.196
2CXO J010746.8-173008 ,16.945330269739998,-17.502237574279647,2,2,2,3625.2960000000003,3626.484
2CXO J072129.1+554613 ,110.37160253359588,55.770524719894716,2,2,2,128.82,131.424
2CXO J010746.5-173022 ,16.94395941141721,-17.506173392337157,2,2,2,3625.2960000000003,3626.484
2CXO J172007.4-005115 ,260.03122614943845,-0.8542660808335423,2,2,2,273.605,276.224
2CXO J064244.7-272721 ,100.68625508191508,-27.455907081859188,2,2,2,1386.7060000000001,1399.0059999999999
2CXO J024932.8-311158 ,42.386812876113765,-31.19959972164572,2,2,2,2362.402,2389.2799999999997
2CXO J203717.2+253142 ,309.32182583835254,25.52851702273422,2,1,2,74.671,155.915
2CXO J024932.1-311120 ,42.38415909031397,-31.188937997565226,2,2,2,2362.402,2389.2799999999997
2CXO J023433.5+313107 ,38.639639845254464,31.518726433375708,2,2,2,5543.601000000001,5547.2970000000005
2CXO J234723.4-280721 ,356.84752266047974,-28.122514002407836,2,0,2,0.0,150.41899999999998
2CXO J025251.8-011629 ,43.2158943119789,-1.2748166254235906,2,2,2,2844.6279999999997,2903.549
2CXO J052106.0-253005 ,80.27521191035186,-25.501499560610583,2,2,2,3770.081,3775.0330000000004
2CXO J052025.5-251352 ,80.10631555653549,-25.23131361405074,2,2,2,3770.081,3775.0330000000004
2CXO J091601.0+442108 ,139.00424254205217,44.35240123728902,2,2,2,8994.588,9009.254
2CXO J011544.8+001400 ,18.936956249787556,0.23340386767595403,2,2,2,810.191,811.4590000000001
2CXO J203717.7+253137 ,309.32388385463173,25.527056930805234,2,1,2,74.671,155.915
2CXO J011508.7+003433 ,18.786362083983988,0.5759796924119739,2,2,2,509.313,526.344
2CXO J014357.7+022059 ,25.99076897572121,2.349815650513316,2,2,2,11415.264,11419.855
2CXO J235859.8-552730 ,359.74920314614155,-55.458363813156154,2,2,2,1495.8319999999999,1506.8790000000001
2CXO J235856.7-552620 ,359.736544074716,-55.43893565740697,2,2,2,1495.8319999999999,1506.8790000000001
2CXO J234820.5-281354 ,357.08542230284263,-28.23186954595606,2,0,2,0.0,150.41899999999998
2CXO J234745.0-280825 ,356.9375872813058,-28.140494542688934,2,0,2,0.0,150.41899999999998
2CXO J234728.5-280633 ,356.86891853559655,-28.10925249155475,2,0,2,0.0,150.41899999999998
2CXO J024912.8-081525 ,42.30358803425645,-8.257196537491764,2,2,2,785.091,844.8219999999999
2CXO J203717.7+253130 ,309.3238061534023,25.525268214898574,2,1,2,74.671,155.915
2CXO J203717.9+253149 ,309.32473626570845,25.530282129485784,2,1,2,74.671,155.915
2CXO J010746.9-173025 ,16.945669978932074,-17.507143913541046,2,2,2,3625.2960000000003,3626.484
2CXO J052511.2-314148 ,81.29706553735173,-31.69668480262867,2,2,2,1271.4450000000002,1273.694
2CXO J235656.6-005912 ,359.2360283073648,-0.9868048204795503,2,2,2,1277.193,1289.545
2CXO J062719.1-542515 ,96.82977718100096,-54.42088428152651,2,2,2,6459.200999999999,6630.880999999999
2CXO J062640.0-542001 ,96.66673374853718,-54.33382000064188,2,2,2,6459.200999999999,6630.880999999999
2CXO J023322.3+275613 ,38.34300509328227,27.937006058003426,2,2,2,5155.848,5211.8279999999995
2CXO J023623.7+385908 ,39.09880447193848,38.985654004959876,2,2,2,1663.1239999999998,1652.246
2CXO J235826.3-553202 ,359.6096132698717,-55.53394159454295,2,2,2,1495.8319999999999,1506.8790000000001
2CXO J133108.7-314637 ,202.78663037628917,-31.776991903221546,2,2,2,237.09699999999998,238.253
2CXO J231813.5+063326 ,349.5565134065796,6.557371149013513,2,2,2,2444.234,2469.834
2CXO J015306.4-134540 ,28.276821543089852,-13.761292383972666,2,2,2,2671.809,2735.1800000000003
2CXO J203719.0+253132 ,309.3295531684764,25.525638008950292,2,1,2,74.671,155.915
2CXO J152134.0+074814 ,230.39207593148603,7.804147323203151,2,2,2,11449.378999999999,11410.788
2CXO J152235.1+074340 ,230.6465897595208,7.728003355501937,2,2,2,11449.378999999999,11410.788
2CXO J012500.9+084425 ,21.253953912272493,8.740455244426752,2,2,2,879.644,882.554
2CXO J012456.3+083953 ,21.23476958172415,8.664804611623431,2,2,2,879.644,882.554
2CXO J012456.0+084001 ,21.233551977014827,8.667138718263988,2,2,2,879.644,882.554
2CXO J015301.1-134419 ,28.25466188665962,-13.738807477160643,2,2,2,2671.809,2735.1800000000003
2CXO J151637.2+065755 ,229.15500732646876,6.965299442685545,2,2,2,7480.959,7466.013
2CXO J133817.3+481632 ,204.57213516664342,48.27563034531769,2,2,2,11136.860999999999,11144.529
2CXO J161555.3-061017 ,243.98046859573992,-6.171408926095235,2,2,2,1878.663,1770.818
2CXO J021822.1-050614 ,34.592327313524095,-5.1039420604216446,2,2,2,3870.921,3921.713
2CXO J021822.6-050618 ,34.59442406006741,-5.105067380894298,2,2,2,3870.921,3921.713
2CXO J060802.2-214448 ,92.00926490233462,-21.74668767450539,2,2,2,3121.754,3125.859
2CXO J011102.9+330940 ,17.76233276005962,33.16128453730691,2,2,2,1976.7020000000002,1978.086
2CXO J011058.9+330906 ,17.745495908751707,33.151844790775286,2,2,2,1976.7020000000002,1978.086
2CXO J110103.2+103334 ,165.26364568794554,10.559596088316644,2,2,2,13477.792,13488.92
2CXO J223548.1-260129 ,338.95058181785566,-26.024816029263036,2,2,2,3547.59,3549.5209999999997
2CXO J223547.8-260239 ,338.9494222670178,-26.044306180960547,2,2,2,3547.59,3549.5209999999997
2CXO J223546.3-260429 ,338.94303313014393,-26.074906964990458,2,2,2,3547.59,3549.5209999999997
2CXO J223546.2-260301 ,338.9425442149932,-26.050396489470483,2,2,2,3547.59,3549.5209999999997
2CXO J060801.8-214401 ,92.0075051287796,-21.7336784318727,2,2,2,3121.754,3125.859
2CXO J221421.9+135708 ,333.5913143076939,13.952404195463517,2,2,2,5459.034000000001,5475.1269999999995
2CXO J011902.9-011405 ,19.762194263589606,-1.2349332995825724,2,2,2,5547.054,5588.439
2CXO J220555.4-500603 ,331.48100496780853,-50.100981015959896,2,2,2,1004.933,1015.444
2CXO J220554.7-500709 ,331.47829196899124,-50.11927835524396,2,2,2,1004.933,1015.444
2CXO J220553.1-500623 ,331.4713797735674,-50.10642238696662,2,2,2,1004.933,1015.444
2CXO J010747.5-173025 ,16.947967039852244,-17.50709741925044,2,2,2,3625.2960000000003,3626.484
2CXO J232729.6+233902 ,351.8735804723475,23.650682418262875,2,2,2,1088.816,1100.6930000000002
2CXO J062647.4-542414 ,96.6978136513631,-54.40408109340285,2,2,2,6459.200999999999,6630.880999999999
2CXO J062744.5-542645 ,96.93581169220823,-54.44602968936901,2,2,2,6459.200999999999,6630.880999999999
2CXO J010747.0-173029 ,16.946101207397362,-17.508180371789038,2,2,2,3625.2960000000003,3626.484
2CXO J225019.6+113151 ,342.5817972091654,11.530929757993727,2,2,2,1197.524,1243.5349999999999
2CXO J225724.7-410343 ,344.35295402187353,-41.06215829411828,2,2,2,2796.5480000000002,2791.951
2CXO J052542.5-313143 ,81.42733225848411,-31.528821105270723,2,2,2,1271.4450000000002,1273.694
2CXO J052538.8-313330 ,81.41200969141607,-31.558581073275207,2,2,2,1271.4450000000002,1273.694
2CXO J233726.0+002255 ,354.3586813987358,0.3819792656403838,2,2,2,4812.108,4926.259
2CXO J233149.5+194042 ,352.95630598994785,19.67845158141526,2,2,2,3800.256,4406.879
2CXO J232742.0+233522 ,351.92516758394254,23.589513389640736,2,2,2,1088.816,1100.6930000000002
2CXO J232741.9+233513 ,351.92476094304357,23.586962698676594,2,2,2,1088.816,1100.6930000000002
2CXO J232741.8+233507 ,351.92437036383194,23.58550782212725,2,2,2,1088.816,1100.6930000000002
2CXO J232741.4+233515 ,351.9226019910045,23.587667547054,2,2,2,1088.816,1100.6930000000002
2CXO J232741.3+233525 ,351.92236021130157,23.590470455848582,2,2,2,1088.816,1100.6930000000002
2CXO J232741.1+233524 ,351.92127955377873,23.59000779270635,2,2,2,1088.816,1100.6930000000002
2CXO J232741.0+233520 ,351.92090233517297,23.589043167635783,2,2,2,1088.816,1100.6930000000002
2CXO J232740.7+233516 ,351.9199127846367,23.587969394641636,2,2,2,1088.816,1100.6930000000002
2CXO J200657.9-343254 ,301.7412982571109,-34.54847208139998,2,2,2,8919.541000000001,8936.076
2CXO J232355.8+165502 ,350.9825315613177,16.917272067722184,2,2,2,4984.277,5067.509
2CXO J232353.4+165249 ,350.97283126783395,16.880318877709964,2,2,2,4984.277,5067.509
2CXO J044136.4-014832 ,70.40207821031242,-1.8090110602244611,2,2,2,2957.0099999999998,3013.736
2CXO J052101.3-252145 ,80.25579637131187,-25.362598031762282,2,2,2,3770.081,3775.0330000000004
2CXO J052535.2-313606 ,81.3969750443,-31.601890697100025,2,2,2,1271.4450000000002,1273.694
2CXO J052538.5-313310 ,81.41075205172086,-31.55296110241799,2,2,2,1271.4450000000002,1273.694
2CXO J082015.5+205237 ,125.0646728594495,20.876970189317408,2,2,2,1107.904,1118.965
2CXO J060801.9-214459 ,92.00817812831639,-21.74994575531177,2,2,2,3121.754,3125.859
2CXO J200656.7-343301 ,301.73632118260184,-34.55029410053043,2,2,2,8919.541000000001,8936.076
2CXO J003740.4-334324 ,9.418522947056886,-33.72358744119502,2,2,2,5388.036,5448.729
2CXO J003746.3-333952 ,9.443048382389804,-33.664609240273315,2,2,2,5388.036,5448.729
2CXO J003747.0-333953 ,9.445900321166732,-33.66474574430544,2,2,2,5388.036,5448.729
2CXO J003740.2-334327 ,9.417701034208903,-33.7242109521745,2,2,2,5388.036,5448.729
2CXO J003739.2-334250 ,9.413409055529712,-33.71394450774404,2,2,2,5388.036,5448.729
2CXO J144037.9+032238 ,220.1580273642113,3.37726614092499,2,2,2,1624.31,1627.228
2CXO J231821.4-042446 ,349.5894063734868,-4.412869335117893,2,2,2,1738.5,1755.093
2CXO J143437.1-361709 ,218.65486645881026,-36.285889105069884,2,1,2,1120.139,4009.7129999999997
2CXO J143318.4+344404 ,218.3270763556916,34.73459925899237,2,2,2,146.473,150.8
2CXO J143208.2+575510 ,218.0342367931571,57.919577729135206,2,2,2,1061.091,1076.473
2CXO J143207.6+575531 ,218.03178661647007,57.92532629487639,2,2,2,1061.091,1076.473
2CXO J143207.2+575538 ,218.03029494513567,57.92728596207927,2,2,2,1061.091,1076.473
2CXO J143205.5+575516 ,218.02324293915115,57.921354888663146,2,2,2,1061.091,1076.473
2CXO J231821.8-042456 ,349.5908620773504,-4.415786163700217,2,2,2,1738.5,1755.093
2CXO J231822.6-042458 ,349.5943571441653,-4.416208771025483,2,2,2,1738.5,1755.093
2CXO J231822.7-042458 ,349.5948713053374,-4.4161758238887705,2,2,2,1738.5,1755.093
2CXO J142947.6+353427 ,217.4485506359298,35.57434588113782,2,2,2,879.457,887.57
2CXO J003739.1-334229 ,9.413147584726346,-33.708257141493746,2,2,2,5388.036,5448.729
2CXO J120313.8+575326 ,180.80787773938403,57.890601030440905,2,2,2,4035.0469999999996,4059.211
2CXO J140042.0+550952 ,210.17516907471622,55.164453086430385,2,2,2,4094.516,3946.549
2CXO J003807.1-334334 ,9.529693187869498,-33.726223817971814,2,2,2,5388.036,5448.729
2CXO J003740.7-334258 ,9.419768353575932,-33.716136568845656,2,2,2,5388.036,5448.729
2CXO J001828.3+300226 ,4.618067267298159,30.040669170706273,2,2,2,6502.716,6300.761
2CXO J003741.2-334232 ,9.421768984702226,-33.70898671440677,2,2,2,5388.036,5448.729
2CXO J160217.5+160009 ,240.57303615580702,16.002739683220373,2,2,2,3829.13,3857.4080000000004
2CXO J160213.2+155614 ,240.55521995305833,15.937497799217518,2,2,2,3829.13,3857.4080000000004
2CXO J003743.0-334206 ,9.429217484667845,-33.701692844245876,2,2,2,5388.036,5448.729
2CXO J155603.8+242653 ,239.01623613911886,24.448059530377808,2,2,2,6754.541,6766.039000000001
2CXO J155543.3+242932 ,238.9305448262951,24.49236047208066,2,2,2,6754.541,6766.039000000001
2CXO J003742.9-334204 ,9.428903305318102,-33.70118927498983,2,2,2,5388.036,5448.729
2CXO J003742.8-334209 ,9.428417268128044,-33.70268990856156,2,2,2,5388.036,5448.729
2CXO J003742.7-334212 ,9.428257841119091,-33.70349272910279,2,2,2,5388.036,5448.729
2CXO J003742.8-334314 ,9.428601972881324,-33.7206700919439,2,2,2,5388.036,5448.729
2CXO J003742.4-334304 ,9.426995271963335,-33.71781393897365,2,2,2,5388.036,5448.729
2CXO J152131.5+074425 ,230.38136363660135,7.74041861929863,2,2,2,11449.378999999999,11410.788
2CXO J151705.5+065315 ,229.27292967885842,6.887655914075731,2,2,2,7480.959,7466.013
2CXO J151653.9+065622 ,229.22472854532157,6.9394457169505435,2,2,2,7480.959,7466.013
2CXO J151630.7+065706 ,229.12794468472043,6.951729429598887,2,2,2,7480.959,7466.013
2CXO J151609.7+065752 ,229.04058407459377,6.9645110835030275,2,2,2,7480.959,7466.013
2CXO J075619.6-413742 ,119.08173968712731,-41.628401879776796,2,2,2,21546.671,21747.646
2CXO J091554.8+441951 ,138.97842502846947,44.33085450715261,2,2,2,8994.588,9009.254
2CXO J003742.4-334249 ,9.426686680150226,-33.71381844687166,2,2,2,5388.036,5448.729
2CXO J003741.7-334243 ,9.424161191074745,-33.71200421905368,2,2,2,5388.036,5448.729
2CXO J140040.5-015518 ,210.168957489494,-1.9216938199427236,2,2,2,855.393,863.5
2CXO J001827.1+300210 ,4.613101209301533,30.036286415213244,2,2,2,6502.716,6300.761
2CXO J003743.1-334204 ,9.429588427806323,-33.70116304494253,2,2,2,5388.036,5448.729
2CXO J122405.3+070230 ,186.02234354015536,7.0418296557882,2,2,2,1560.264,1585.971
2CXO J034025.2-284039 ,55.10502045497532,-28.677559587094855,2,2,2,3914.932,3922.09
2CXO J132016.8-214938 ,200.0702769209986,-21.82731330798079,2,2,2,1025.421,1037.457
2CXO J131534.9+620728 ,198.89575119420442,62.124634448711035,2,2,2,10136.318,10124.268
2CXO J123403.0+074158 ,188.51251010499425,7.699450462386744,2,2,2,1680.3139999999999,1692.871
2CXO J131503.5+243708 ,198.76464087364673,24.618934778236422,2,1,2,1986.576,2213.156
2CXO J124517.2+270732 ,191.32197890093767,27.125663936640436,2,2,2,1576.857,1588.55
2CXO J124610.0+304355 ,191.54199888945277,30.73202230854435,2,2,2,1247.768,1271.226
2CXO J124610.3+304422 ,191.54312560209155,30.739509601075863,2,2,2,1247.768,1271.226
2CXO J115237.3-022807 ,178.15569359305073,-2.4686526398399224,2,2,2,907.7,928.9770000000001
2CXO J124611.0+304315 ,191.5462419703773,30.720996326970624,2,2,2,1247.768,1271.226
2CXO J124611.0+304324 ,191.54600917376388,30.723563706157428,2,2,2,1247.768,1271.226
2CXO J124611.2+304321 ,191.5468667937348,30.72276479518747,2,2,2,1247.768,1271.226
2CXO J144237.3+011333 ,220.65548097041665,1.2260613302034382,2,2,2,4367.0509999999995,4709.023999999999
2CXO J130228.7-154641 ,195.6196806466827,-15.778196790913153,2,2,2,1207.7730000000001,1221.022
2CXO J130220.3-154559 ,195.58487976711297,-15.766466835029773,2,2,2,1207.7730000000001,1221.022
2CXO J130219.6-154603 ,195.5819310149825,-15.767762090261309,2,2,2,1207.7730000000001,1221.022
2CXO J130219.0-154602 ,195.57943585825944,-15.767457586080036,2,2,2,1207.7730000000001,1221.022
2CXO J125900.8+345047 ,194.75368920747906,34.84660460923329,2,2,2,1652.004,1674.9199999999998
2CXO J125901.8+345114 ,194.7577487048477,34.85407645970453,2,2,2,1652.004,1674.9199999999998
2CXO J122018.0+290600 ,185.07507266694233,29.100120061890465,2,2,2,1083.3110000000001,1095.676
2CXO J113219.6-020735 ,173.0818560227151,-2.126453128813234,2,2,2,997.001,997.359
2CXO J001826.4+300241 ,4.610263649174385,30.044777162518205,2,2,2,6502.716,6300.761
2CXO J132756.8-312944 ,201.98689749703908,-31.495561080405476,2,2,2,229.772,233.16
2CXO J001827.8+300344 ,4.616185867054014,30.062493720716187,2,2,2,6502.716,6300.761
2CXO J001826.4+300400 ,4.6100551319517535,30.0667151719012,2,2,2,6502.716,6300.761
2CXO J001823.5+300347 ,4.5982361755309284,30.063223706422114,2,2,2,6502.716,6300.761
2CXO J112626.4+570254 ,171.61041387703142,57.048597902823964,2,2,2,2690.344,2697.926
2CXO J134105.7+674019 ,205.27396342429768,67.67215702081779,2,2,2,8379.028,8383.268
2CXO J113536.2+155831 ,173.90087759157086,15.975464644975828,2,2,2,1540.548,1549.358
2CXO J113631.2+490744 ,174.13039712977638,49.12916385261886,2,2,2,145.679,146.231
2CXO J001822.5+300446 ,4.593957177550919,30.079603068172855,2,2,2,6502.716,6300.761
2CXO J133817.8+481640 ,204.57416878301194,48.27803356645239,2,2,2,11136.860999999999,11144.529
2CXO J115246.1+232832 ,178.19235013684602,23.475809631954245,2,2,2,1756.1640000000002,1769.616
2CXO J152136.2+074236 ,230.4009049496117,7.710186040562986,2,2,2,11449.378999999999,11410.788
2CXO J152136.4+074329 ,230.4017612009743,7.724901905585232,2,2,2,11449.378999999999,11410.788
2CXO J120256.9-205603 ,180.7372086711248,-20.934205628041354,2,2,2,2003.39,2013.335
2CXO J001818.4+300417 ,4.576754227799995,30.071575760799995,2,2,2,6502.716,6300.761
2CXO J001815.4+300343 ,4.564563972591998,30.0620414977364,2,2,2,6502.716,6300.761
2CXO J133210.6+624601 ,203.04425102188497,62.76712645134175,2,1,2,213.256,910.057
2CXO J133210.3+624604 ,203.04322350832524,62.767954048654104,2,1,2,213.256,910.057
2CXO J133127.4-314914 ,202.86443345896078,-31.820698915467915,2,2,2,237.09699999999998,238.253
2CXO J120936.0+423203 ,182.40029428583262,42.53418644885889,2,2,2,1431.499,1448.512
2CXO J160218.2+155912 ,240.5760020554426,15.986728521124567,2,2,2,3829.13,3857.4080000000004
2CXO J143435.3-361715 ,218.64745203879306,-36.28759763443855,2,1,2,1120.139,4009.7129999999997
2CXO J092546.8+021343 ,141.4454032926547,2.2288595692660693,2,2,2,115.05099999999999,116.256
2CXO J003744.9-334220 ,9.437272270499705,-33.705656785835224,2,2,2,5388.036,5448.729
2CXO J183826.2+171149 ,279.60941584031286,17.1972192573481,2,2,2,8886.631,9141.793
2CXO J003743.4-334208 ,9.431046078154907,-33.70246853138799,2,2,2,5388.036,5448.729
2CXO J074416.4+553256 ,116.06866426160741,55.549142680049535,2,2,2,1547.72,1549.5020000000002
2CXO J091555.5+441957 ,138.98141792256746,44.33276443687417,2,2,2,8994.588,9009.254
2CXO J133150.7-314841 ,202.9616255532901,-31.811445743356437,2,2,2,237.09699999999998,238.253
2CXO J003743.8-334209 ,9.432714162319655,-33.702764438024374,2,2,2,5388.036,5448.729
2CXO J003745.3-334228 ,9.438764553008923,-33.7079442693106,2,2,2,5388.036,5448.729
2CXO J010736.6-173219 ,16.902809976501544,-17.5388613965395,2,2,2,3625.2960000000003,3626.484
2CXO J112613.8+564809 ,171.55767576540745,56.80261643279267,2,2,2,2690.344,2697.926
2CXO J174457.9-604425 ,266.2414730417404,-60.74036811443592,2,2,2,918.0160000000001,930.1949999999999
2CXO J010736.5-173226 ,16.902428867599895,-17.54064820918132,2,2,2,3625.2960000000003,3626.484
2CXO J033424.5-151339 ,53.60211179741327,-15.227733414922922,2,2,2,9537.914999999999,10645.122
2CXO J160211.7+155437 ,240.5490907235071,15.910312130274628,2,2,2,3829.13,3857.4080000000004
2CXO J010736.5-173210 ,16.90229519452481,-17.536261296075626,2,2,2,3625.2960000000003,3626.484
2CXO J183826.3+171139 ,279.60977345738604,17.194213775401288,2,2,2,8886.631,9141.793
2CXO J172028.1-005846 ,260.11732007229364,-0.9796239062770113,2,2,2,273.605,276.224
2CXO J010736.9-173236 ,16.90382506461566,-17.543477733568135,2,2,2,3625.2960000000003,3626.484
2CXO J193457.0-525530 ,293.7378158912811,-52.92516643404832,2,2,2,6014.816999999999,6104.224
2CXO J100710.4+123848 ,151.79335013392472,12.646695575961694,2,2,2,3874.374,3848.9750000000004
2CXO J160533.2+173601 ,241.38871779609997,17.60030528519562,2,2,2,145.73399999999998,147.91199999999998
2CXO J160515.9+174230 ,241.316556551953,17.70839276627603,2,2,2,145.73399999999998,147.91199999999998
2CXO J082016.5+205230 ,125.06885254572785,20.87502010286969,2,2,2,1107.904,1118.965
2CXO J084013.2+412356 ,130.0552344125777,41.39911969782094,2,2,2,113.584,115.81700000000001
2CXO J114625.2-164908 ,176.60520685946744,-16.819089742992798,1,1,1,153.016,157.974
2CXO J011516.2+001409 ,18.817879979334236,0.23599931757015138,1,1,1,338.291,338.319
2CXO J011529.5+001006 ,18.873247103769472,0.16845125365154326,1,1,1,338.291,338.319
2CXO J135216.1+020605 ,208.0673390757487,2.101461149057845,1,1,1,1176.032,1183.184
2CXO J095732.3+362028 ,149.38499635752345,36.34119943976573,1,1,1,72.85,73.051
2CXO J210725.6-252542 ,316.8568344209193,-25.428583142279937,1,1,1,78.433,80.224
2CXO J135157.2+020011 ,207.98854946074493,2.0030626269223593,1,1,1,1176.032,1183.184
2CXO J110442.3+405730 ,166.17635579217404,40.95843220547389,1,1,1,76.392,77.717
2CXO J090229.4+032305 ,135.62276952974344,3.384783566140589,1,1,1,102.253,102.79
2CXO J151022.8+074305 ,227.59535703863435,7.718067988012011,1,1,1,1964.091,1964.644
2CXO J030439.9-122029 ,46.16633629069747,-12.341459776137569,1,1,1,483.562,1107.395
2CXO J142407.5+345131 ,216.0316608450279,34.85887553422938,1,1,1,1886.089,1898.793
2CXO J120247.6-535007 ,180.698451419295,-53.83549456172393,1,1,1,3809.005,3843.009
2CXO J205127.7-524407 ,312.86551286051895,-52.73552402690104,1,1,1,64.609,65.18
2CXO J112341.7+535031 ,170.92397473521874,53.84218547430872,1,1,1,1052.739,1065.339
2CXO J142404.8+345152 ,216.02035172516514,34.864619010454476,1,1,1,1886.089,1898.793
2CXO J045445.9-180500 ,73.69151785464283,-18.08338421367223,1,1,1,73.005,72.834
2CXO J151004.0+074037 ,227.5168368582531,7.6769518916783595,1,1,1,1964.091,1964.644
2CXO J114606.1+472855 ,176.52559404603562,47.482039118953814,1,1,1,730.489,747.17
2CXO J142407.0+345130 ,216.02955569241863,34.85856665102691,1,1,1,1886.089,1898.793
2CXO J115313.5+604032 ,178.30661464907382,60.67560859664134,1,1,1,5073.786,5083.668
2CXO J030004.3-104928 ,45.01796750735991,-10.824644609084004,1,1,1,3981.405,3987.513
2CXO J131506.3-550923 ,198.77647676853405,-55.15640917652075,1,1,1,2011.28,1583.8
2CXO J085232.0-690155 ,133.1335656598235,-69.03206352498331,1,1,1,2156.23,2156.294
2CXO J011508.8+001557 ,18.786694619281377,0.2658753933545644,1,1,1,338.291,338.319
2CXO J035854.4+102603 ,59.72684359792879,10.434169789869257,1,1,1,6150.797,6180.459
2CXO J011454.2+003026 ,18.72590058578254,0.5073465222387573,1,1,1,338.291,338.319
2CXO J110045.3+103311 ,165.18899127644568,10.553077541872945,1,1,1,10925.999,10930.039
2CXO J110046.4+103249 ,165.19352256864784,10.547086124768375,1,1,1,10925.999,10930.039
2CXO J110058.5+103616 ,165.2440738730462,10.604517688601566,1,1,1,10925.999,10930.039
2CXO J001851.2-102244 ,4.713351334032382,-10.379052757695248,1,1,1,2906.7,2939.33
2CXO J110043.3+103307 ,165.18071462963553,10.55212180557915,1,1,1,10925.999,10930.039
2CXO J110353.7+405057 ,165.97400025693253,40.84916713642359,1,1,1,76.392,77.717
2CXO J110353.9+405100 ,165.97492146884417,40.850024447819045,1,1,1,76.392,77.717
2CXO J110354.2+405059 ,165.97601584916663,40.8498899762212,1,1,1,76.392,77.717
2CXO J040248.1+015757 ,60.70079298829734,1.9660170484726993,1,1,1,4789.898,4786.406
